accuracy
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.5325008033116653,0.6516461785330472,0.5799185491346572
1.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.527224961331768,0.6269250894033502,0.5799185491346572
5.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.5128977440240285,0.6275485008425824,0.5799185491346572
15.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.5110939977153336,0.6246316472240471,0.5845802032699956
50.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.550310250378576,0.6446203203910714,0.5804869621771032
100.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.5748364070438834,0.6219897256556799,0.5610059182071904
1000.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5782952403757659,0.5826078158358861,0.6274596341814758,0.5638732359329758,0.5830020885547202,0.5595567382791371

auc
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.6566534010928436,0.8274310982168235,0.8235440122751765
1.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.4805100769523956,0.8285223696618985,0.8234935072246715
5.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.679635027695029,0.8263774472333771,0.8240853123472398
15.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.5989691569535711,0.8241768822015567,0.8258223499575207
50.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.5337658368360698,0.8197582171354908,0.8297371128940153
100.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.6465733297969667,0.8194032688963656,0.8301244997649622
1000.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8156656471488063,0.7983045454788467,0.7723221095803497,0.832599556154117,0.6649699166263536,0.7846490574981912,0.8312140757892982

violation_rate
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.6916666666666667,0.45,0.6916666666666667
1.0,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.725,0.5,0.6916666666666667
5.0,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.6916666666666667,0.55,0.6916666666666667
15.0,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.675,0.575,0.6666666666666667
50.0,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.825,0.6,0.6666666666666667
100.0,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.8416666666666668,0.6416666666666667,0.6916666666666667
1000.0,0.8666666666666668,0.9666666666666668,0.9666666666666668,0.7833333333333333,1.0,0.8833333333333332,0.9666666666666668,0.725,0.6666666666666667,0.6666666666666667

violation_rate (instance)
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.4489655082796976,0.1107720914807204,0.1097711471081423
1.0,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.4573341309858884,0.1340447202692831,0.1097711471081423
5.0,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.4542286661744345,0.1182640919220753,0.1097711471081423
15.0,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.5652288678279936,0.1308856048570679,0.1098726405110711
50.0,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.4988490818851491,0.1342899315318089,0.1102178295517709
100.0,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.3303609699331807,0.1343862876900423,0.1180557784184279
1000.0,0.695723635668084,0.7315540441129188,0.7160674320320123,0.677642352618149,0.7312014388876044,0.7150863739454418,0.7217547290243744,0.3528792043611505,0.1597461235774391,0.1215752996495479

