,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7611940298507462,0.7272727272727273,0.5106382978723404,0.5999999999999999,0.8043531425776472,15,15,1.0,539,715,0.7538461538461538,4,5,10,10,15,0.3
tree generator (disc),0.7388059701492538,0.6764705882352942,0.48936170212765956,0.5679012345679013,0.7429689410613841,15,15,1.0,535,715,0.7482517482517482,4,5,10,10,15,0.3
RuleFit Classifier (conti),0.7313432835820896,0.6486486486486487,0.5106382978723404,0.5714285714285715,0.817803864025434,15,15,1.0,538,715,0.7524475524475525,4,5,10,10,15,0.3
tree generator (conti),0.7611940298507462,0.7419354838709677,0.48936170212765956,0.5897435897435898,0.8640254340914649,15,15,1.0,573,715,0.8013986013986014,4,5,10,10,15,0.3
linear svm (L),0.3358208955223881,0.3409090909090909,0.9574468085106383,0.5027932960893854,0.4759109806798728,8,15,0.5333333333333333,173,715,0.24195804195804196,4,5,10,10,15,0.3
non-linear svm (L),0.7910447761194029,0.6792452830188679,0.7659574468085106,0.72,0.8740523355343605,14,15,0.9333333333333333,360,715,0.5034965034965035,4,5,10,10,15,0.3
logistic regression (L),0.6791044776119403,0.7,0.14893617021276595,0.24561403508771928,0.8901932012717045,14,15,0.9333333333333333,507,715,0.7090909090909091,4,5,10,10,15,0.3
linear svm,0.7686567164179104,0.7222222222222222,0.5531914893617021,0.6265060240963856,0.8684274883834678,15,15,1.0,555,715,0.7762237762237763,4,5,10,10,15,0.3
non-linear svm,0.753731343283582,0.7692307692307693,0.425531914893617,0.547945205479452,0.8701393983859134,15,15,1.0,601,715,0.8405594405594405,4,5,10,10,15,0.3
logistic regression,0.7761194029850746,0.7741935483870968,0.5106382978723404,0.6153846153846153,0.871851308388359,15,15,1.0,583,715,0.8153846153846154,4,5,10,10,15,0.3
rule_based_prediction,0.35074626865671643,0.35074626865671643,1.0,0.5193370165745856,0.5,3,15,0.2,167,715,0.23356643356643356,4,5,10,10,15,0.3
