,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7611940298507462,0.7272727272727273,0.5106382978723404,0.5999999999999999,0.8043531425776472,48,48,1.0,2808,3284,0.8550548112058465,4,5,10,10,15,0.1
tree generator (disc),0.7388059701492538,0.6764705882352942,0.48936170212765956,0.5679012345679013,0.7429689410613841,48,48,1.0,2800,3284,0.8526187576126675,4,5,10,10,15,0.1
RuleFit Classifier (conti),0.7313432835820896,0.6486486486486487,0.5106382978723404,0.5714285714285715,0.817803864025434,48,48,1.0,2793,3284,0.8504872107186358,4,5,10,10,15,0.1
tree generator (conti),0.7611940298507462,0.7419354838709677,0.48936170212765956,0.5897435897435898,0.8640254340914649,48,48,1.0,2886,3284,0.8788063337393422,4,5,10,10,15,0.1
linear svm (L),0.7164179104477612,0.5569620253164557,0.9361702127659575,0.6984126984126984,0.8268525311812179,47,48,0.9791666666666666,1444,3284,0.4397076735688185,4,5,10,10,15,0.1
non-linear svm (L),0.7686567164179104,0.6212121212121212,0.8723404255319149,0.7256637168141593,0.8664710198092443,47,48,0.9791666666666666,1451,3284,0.4418392204628502,4,5,10,10,15,0.1
logistic regression (L),0.6865671641791045,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.8872584984103693,48,48,1.0,1579,3284,0.480816077953715,4,5,10,10,15,0.1
linear svm,0.7686567164179104,0.7222222222222222,0.5531914893617021,0.6265060240963856,0.8684274883834678,48,48,1.0,2838,3284,0.8641900121802679,4,5,10,10,15,0.1
non-linear svm,0.753731343283582,0.7692307692307693,0.425531914893617,0.547945205479452,0.8701393983859134,48,48,1.0,2971,3284,0.9046894031668696,4,5,10,10,15,0.1
logistic regression,0.7761194029850746,0.7741935483870968,0.5106382978723404,0.6153846153846153,0.871851308388359,48,48,1.0,2916,3284,0.8879415347137637,4,5,10,10,15,0.1
rule_based_prediction,0.35074626865671643,0.35074626865671643,1.0,0.5193370165745856,0.5,22,48,0.4583333333333333,1654,3284,0.5036540803897686,4,5,10,10,15,0.1
