,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
linear svm,0.053710609598348,0.04834026418196044,0.08645950827368,0.06167129136590704,0.04537626672739911,2.7386127875258306,2.6076809620810595,0.21730674684008833,26.808580715882744,30.703420004944075,0.07401058620708052,10,10,50,0.6
non-linear svm,0.046484810454917744,0.05776026309175681,0.04893627482134357,0.050199828549179266,0.04869664597607768,2.4899799195977463,2.6076809620810595,0.07453559924999296,27.12379029560581,30.703420004944075,0.07022255112721545,10,10,50,0.6
logistic regression,0.045821138605996306,0.05821675175576897,0.06363686533976531,0.0475688650231662,0.04743198010816396,2.4899799195977463,2.6076809620810595,0.07453559924999296,27.3367883995176,30.703420004944075,0.07406076414449388,10,10,50,0.6
RuleFit Classifier (disc),0.044776119402985086,0.048551272345409145,0.06432628171294204,0.04485565591656802,0.0505166524922045,1.949358868961793,2.6076809620810595,0.2173067468400883,25.80116276449571,30.703420004944075,0.07626837691537723,10,10,50,0.6
RuleFit Classifier (conti),0.040326137570466526,0.07650321449292066,0.064526972045359,0.03719415262004553,0.032516111599130475,2.6076809620810595,2.6076809620810595,0.0,27.254357449773057,30.703420004944075,0.0770467938712549,10,10,50,0.6
tree generator (disc),0.049949852330392584,0.09484464421330133,0.07724359917184062,0.03766834267766112,0.04907284663328142,1.6733200530681511,2.6076809620810595,0.16244657241348273,25.12369399590753,30.703420004944075,0.0855145413841788,10,10,50,0.6
tree generator (conti),0.03708887653668408,0.07170258760258308,0.07651368616150239,0.029962068900506584,0.03996933799978943,2.4899799195977463,2.6076809620810595,0.07453559924999296,27.018512172212592,30.703420004944075,0.07419707146271623,10,10,50,0.6
linear svm (L),0.17765269819568888,0.06978163699575497,0.1340927686372063,0.047248301515675314,0.29725040679621245,2.0,2.6076809620810595,0.14907119849998604,33.98087697514589,30.703420004944075,0.2716046131567392,10,10,50,0.6
non-linear svm (L),0.03892061137434418,0.07698548282417812,0.12134115837743194,0.05081777290277299,0.044436275711741656,1.3416407864998738,2.6076809620810595,0.1118033988749895,4.39317652729776,30.703420004944075,0.03450279638710345,10,10,50,0.6
logistic regression (L),0.049106519033916704,0.0814528647101256,0.07388849107784703,0.05806354469949478,0.05364643544742135,1.6431676725154984,2.6076809620810595,0.23570226039551584,5.585696017507576,30.703420004944075,0.04350257815371871,10,10,50,0.6
rule_based_prediction,,,,,,,,,,,,10,10,50,0.6
