accuracy
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.3776119402985075,0.7134328358208955,0.7671641791044777
5.0,0.4029850746268657,0.7194029850746267,0.7671641791044777
15.0,0.508955223880597,0.7238805970149254,0.7686567164179106
50.0,0.5328358208955224,0.7164179104477613,0.771641791044776
100.0,0.5417910447761194,0.6985074626865672,0.7761194029850748

precision
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.3486704408989535,0.5415315064014244,0.7108309644460923
5.0,0.3708126036484245,0.5557523669776054,0.7108309644460923
15.0,0.4017055135282492,0.5559849644478516,0.7164959890766343
50.0,0.42135330233514,0.5548249660786974,0.7301746943988323
100.0,0.4229093243460119,0.5305738275584074,0.7459868356420081

recall
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.9739130434782608,0.7964595286436836,0.4960755347467387
5.0,0.9363636363636364,0.7547999987986113,0.4960755347467387
15.0,0.9148191094619664,0.7597598681218345,0.4960755347467387
50.0,0.9165700371057516,0.7242921030997548,0.4855702155978025
100.0,0.8492021276595745,0.7449531050751812,0.4855702155978025

f1
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.5072568185605502,0.6399631572391097,0.5799185491346572
5.0,0.5127508640005278,0.6328872036890539,0.5799185491346572
15.0,0.5531832215962526,0.6398345332828093,0.5815325842223765
50.0,0.5699780022044207,0.6194615576253748,0.579358901911173
100.0,0.5540966870930963,0.610960646688802,0.583669896986762

auc
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.3353501340102041,0.8278562170237672,0.8237661697368406
5.0,0.3988959105167087,0.8253384041020289,0.8239618165942628
15.0,0.5465879634313076,0.8268948257484212,0.8250611679268722
50.0,0.5850947050549635,0.8264037670846542,0.8263019908473386
100.0,0.5363785159074297,0.8189248389616133,0.8301110392782898

violation_rate
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.6,0.26,0.72
5.0,0.5,0.36,0.72
15.0,0.64,0.36,0.6799999999999999
50.0,0.54,0.26,0.6799999999999999
100.0,0.64,0.4,0.6799999999999999

violation_rate (instance)
,l-SVM-p,r-SVM-p,LogReg-p
1.0,0.4809527458018859,0.0578462352318815,0.1209509673201401
5.0,0.3823172682190399,0.0647682051186863,0.1209509673201401
15.0,0.2544206442751209,0.0572210353073655,0.1189509673201401
50.0,0.2314437875680207,0.0556198201375418,0.1189509673201401
100.0,0.2945046233994437,0.0727110290273382,0.1184597392499646

