accuracy
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.4477611940298507,0.737313432835821,0.7671641791044777
1.0,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.3940298507462687,0.6925373134328358,0.7671641791044777
5.0,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.4029850746268657,0.708955223880597,0.7671641791044777
15.0,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.4626865671641791,0.7014925373134329,0.7686567164179106
50.0,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.6805970149253732,0.7298507462686568,0.7656716417910447
100.0,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.5970149253731344,0.7134328358208956,0.7611940298507462
1000.0,0.7791044776119402,0.7805970149253731,0.7820895522388059,0.7835820895522388,0.7328358208955226,0.7417910447761195,0.782089552238806,0.5447761194029851,0.6701492537313433,0.7626865671641792

precision
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.3865671641791044,0.570807296724545,0.7108309644460923
1.0,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.3627770239710538,0.5259848484848485,0.7108309644460923
5.0,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.375947187141217,0.5410626945488077,0.7108309644460923
15.0,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.3984702715928553,0.5310448614474038,0.7164959890766343
50.0,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.5133953604751463,0.5613167169753748,0.7198754053592763
100.0,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.4519975194057723,0.5553629703629703,0.7093915343915344
1000.0,0.711435632415234,0.7590702845541555,0.7311434000741563,0.742431080228633,0.601978533557481,0.627843137254902,0.7151582081225442,0.4287280265339966,0.5059284285469839,0.7179239440109005

recall
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.9305194805194804,0.7717146306844999,0.4960755347467387
1.0,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.9521739130434784,0.7816764715725665,0.4960755347467387
5.0,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.934782608695652,0.7702651872707708,0.4960755347467387
15.0,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.911411992263056,0.7765151872707707,0.4960755347467387
50.0,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.7246033915205977,0.7690025490896046,0.4813963119938077
100.0,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.8171285970868037,0.7158959399923454,0.4708909928448715
1000.0,0.551175322959055,0.4797139493254202,0.5301646846611826,0.5212714040287716,0.553471230599716,0.5577058686985013,0.5681060663269597,0.918058300395257,0.7704038404109436,0.4668093601918103

f1
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5323208662896229,0.6550248193097461,0.5799185491346572
1.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5119560666808509,0.6191538156373182,0.5799185491346572
5.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5134866789257488,0.6292972497357525,0.5799185491346572
15.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5362080954575523,0.6247305159069866,0.5815325842223765
50.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5929334009103454,0.6461868929417114,0.5691547374742436
100.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5733719635832977,0.6125003008196285,0.559219859388525
1000.0,0.6186934885730067,0.5872011268658709,0.6124642986803386,0.6102522522522522,0.5719077287920719,0.5826078158358861,0.6274596341814758,0.5763622934132664,0.5987403498574976,0.5577706794604718

auc
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.5081806045251365,0.8276388528823275,0.8235440122751765
1.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.4231131129489002,0.8276795294185539,0.8235440122751765
5.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.537017662693356,0.8266760012510327,0.8239370910033663
15.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.5133414217108327,0.8259175165201007,0.8254754022192685
50.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.7788839161204226,0.8203156923437589,0.8281725542642391
100.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.6700319035403981,0.8186463802162545,0.8285829977886776
1000.0,0.8378045112241415,0.8380644745522868,0.8405733226121905,0.8163191954587757,0.7951160428050499,0.7723221095803497,0.832599556154117,0.7945443847114599,0.7853387804123938,0.8292224201019902

violation_rate
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.54,0.16,0.72
1.0,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.6,0.4,0.72
5.0,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.6,0.36,0.72
15.0,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.54,0.4,0.6799999999999999
50.0,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.92,0.4,0.6799999999999999
100.0,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.72,0.82,0.72
1000.0,0.86,0.96,0.96,0.78,1.0,0.8800000000000001,0.96,0.7,0.58,0.6799999999999999

violation_rate (instance)
,l-SVM,r-SVM,LogReg,RuleFit-d,RuleFit,RF-d,RF,l-SVM-p,r-SVM-p,LogReg-p
0.1,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.3199463877468314,0.0502990654205607,0.1209509673201401
1.0,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.4809527458018859,0.0899965165956683,0.1209509673201401
5.0,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.4883601532092932,0.0705417900243467,0.1209509673201401
15.0,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.3108435840085136,0.0785417900243467,0.1189509673201401
50.0,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.1587308728138063,0.0786020968485399,0.1226540179284984
100.0,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.1831827673574696,0.0933655261215795,0.1266540179284984
1000.0,0.5206913550456599,0.57312682527259,0.5491547041942126,0.5000689943672245,0.5737545055844808,0.5865443336588497,0.5671179039901719,0.3206011330173039,0.1212215179104523,0.1302614945640124

