,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.044776119402985086,0.048551272345409145,0.06432628171294204,0.04485565591656802,0.050949915813214376,0.4472135954999579,1.3038404810405297,0.33541019662496846,8.763560920082657,25.52057993071474,0.12433077096234843,10,10,15,0.5
tree generator (disc),0.049949852330392584,0.09484464421330133,0.07724359917184062,0.03766834267766112,0.04907284663328142,1.3038404810405297,1.3038404810405297,0.0,4.636809247747852,25.52057993071474,0.07571910949913588,10,10,15,0.5
RuleFit Classifier (conti),0.040326137570466526,0.07650321449292066,0.064526972045359,0.03719415262004553,0.032516111599130475,1.3038404810405297,1.3038404810405297,0.0,9.289779329994873,25.52057993071474,0.09639052762460926,10,10,15,0.5
tree generator (conti),0.03708887653668408,0.07170258760258308,0.07651368616150239,0.029962068900506584,0.03996933799978943,0.8944271909999159,1.3038404810405297,0.11180339887498948,8.264381404557755,25.52057993071474,0.07755199332285022,10,10,15,0.5
linear svm,0.053710609598348,0.04834026418196044,0.08645950827368,0.06167129136590704,0.04537626672739911,0.4472135954999579,1.3038404810405297,0.33541019662496846,9.300537618869138,25.52057993071474,0.13017959787471942,10,10,15,0.5
non-linear svm,0.046484810454917744,0.05776026309175681,0.04893627482134357,0.050199828549179266,0.04869664597607772,1.3038404810405297,1.3038404810405297,0.0,11.924764148611073,25.52057993071474,0.11901647758114023,10,10,15,0.5
logistic regression,0.045821138605996306,0.05821675175576897,0.06363686533976531,0.0475688650231662,0.04743198010816396,1.3038404810405297,1.3038404810405297,0.0,9.60728889958036,25.52057993071474,0.12659977131880343,10,10,15,0.5
linear svm (L),0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.045192619934101196,0.0,1.3038404810405297,0.0,0.0,25.52057993071474,0.0,10,10,15,0.5
non-linear svm (L),0.046783367219873084,0.03805791568352702,0.06129556194481664,0.035951995975835455,0.04769359252488419,0.5477225575051661,1.3038404810405297,0.22360679774997896,5.128352561983234,25.52057993071474,0.06955451669388658,10,10,15,0.5
logistic regression (L),0.05186432941460911,0.0959851734239599,0.05989377157232926,0.05606208424234057,0.05136974611015557,1.3038404810405297,1.3038404810405297,0.0,11.966620241321273,25.52057993071474,0.09149048923856135,10,10,15,0.5
rule_based_prediction,0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.0,0.0,1.3038404810405297,0.0,0.0,25.52057993071474,0.0,10,10,15,0.5
