,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.044776119402985086,0.048551272345409145,0.06432628171294204,0.04485565591656802,0.05158594519077444,0.7071067811865476,0.8944271909999159,0.4472135954999579,7.9498427657407165,15.754364474646383,0.1379486734378731,10,10,15,0.6
tree generator (disc),0.049949852330392584,0.09484464421330133,0.07724359917184062,0.03766834267766112,0.04907284663328142,0.8944271909999159,0.8944271909999159,0.0,4.03732584763727,15.754364474646383,0.1123977227796194,10,10,15,0.6
RuleFit Classifier (conti),0.040326137570466526,0.07650321449292066,0.05247022345543332,0.03792531753354204,0.03192859059882026,0.8944271909999159,0.8944271909999159,0.0,6.760177512462229,15.754364474646383,0.10130629787635001,10,10,15,0.6
tree generator (conti),0.03708887653668408,0.07170258760258308,0.07651368616150239,0.029962068900506584,0.03996933799978943,0.5477225575051661,0.8944271909999159,0.14907119849998599,6.797058187186572,15.754364474646383,0.10813251936193471,10,10,15,0.6
linear svm (L),0.1696345974034244,0.06764602091875457,0.04684661817061582,0.058586765104756806,0.28821516574481937,0.8944271909999159,0.8944271909999159,0.4714045207910317,0.8944271909999159,15.754364474646383,0.020505137361717333,10,10,15,0.6
non-linear svm (L),0.05099805839782058,0.05533739403689975,0.09452741617348269,0.04539760191625745,0.0379738922890237,0.5477225575051662,0.8944271909999159,0.4472135954999579,3.0495901363953815,15.754364474646383,0.05320387547663185,10,10,15,0.6
logistic regression (L),0.06539970835882582,0.10964455603623596,0.1031761126989024,0.08304774303788566,0.053433889867098565,0.5477225575051661,0.8944271909999159,0.14907119849998599,8.384509526501834,15.754364474646383,0.1368502712214384,10,10,15,0.6
linear svm,0.053710609598348,0.04834026418196044,0.08645950827368,0.06167129136590704,0.04537626672739911,0.7071067811865476,0.8944271909999159,0.4472135954999579,8.734987120768983,15.754364474646383,0.14587743462475872,10,10,15,0.6
non-linear svm,0.046484810454917744,0.05776026309175681,0.04893627482134357,0.050199828549179266,0.04869664597607772,0.8944271909999159,0.8944271909999159,0.0,7.3484692283495345,15.754364474646383,0.1134639691797989,10,10,15,0.6
logistic regression,0.045821138605996306,0.05821675175576897,0.06363686533976531,0.0475688650231662,0.04743198010816396,0.8944271909999159,0.8944271909999159,0.0,7.745966692414834,15.754364474646383,0.13705283553164,10,10,15,0.6
rule_based_prediction,0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.0,0.0,0.8944271909999159,0.0,0.0,15.754364474646383,0.0,10,10,15,0.6
