,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7835820895522388,0.742431080228633,0.5212714040287716,0.6102522522522522,0.8156510039397439,4.2,4.8,0.925,96.8,175.8,0.5272372940558728,10,10,15,0.4
tree generator (disc),0.7417910447761195,0.627843137254902,0.5577058686985013,0.5826078158358861,0.7723221095803497,4.8,4.8,1.0,88.8,175.8,0.48614684851887385,10,10,15,0.4
RuleFit Classifier (conti),0.7328358208955226,0.601978533557481,0.553471230599716,0.5719077287920719,0.7951160428050499,4.8,4.8,1.0,94.0,175.8,0.5154639556897629,10,10,15,0.4
tree generator (conti),0.782089552238806,0.7151582081225442,0.5681060663269597,0.6274596341814758,0.832599556154117,4.6,4.8,0.975,100.8,175.8,0.5438675185140772,10,10,15,0.4
linear svm,0.7791044776119402,0.711435632415234,0.551175322959055,0.6186934885730067,0.8378045112241415,4.2,4.8,0.925,98.8,175.8,0.5311843922150031,10,10,15,0.4
non-linear svm,0.7805970149253731,0.7590702845541555,0.4797139493254202,0.5872011268658709,0.8380644745522868,4.8,4.8,1.0,111.6,175.8,0.5926764378842716,10,10,15,0.4
logistic regression,0.7820895522388059,0.7311434000741563,0.5301646846611826,0.6124642986803386,0.8405733226121905,4.8,4.8,1.0,103.8,175.8,0.5552867637974389,10,10,15,0.4
linear svm (L),0.3895522388059701,0.3300534903834197,0.8621822433876419,0.4752330966883068,0.4793717694459585,3.0,4.8,0.5333333333333333,38.4,175.8,0.14782404858718876,10,10,15,0.4
non-linear svm (L),0.7074626865671643,0.5374751644174309,0.7928303905028499,0.6344781426583052,0.8124818050897883,3.4,4.8,0.7083333333333333,58.2,175.8,0.313440893036236,10,10,15,0.4
logistic regression (L),0.7611940298507462,0.7638330510069642,0.38994474040562316,0.5146008595621148,0.8309297164935494,4.8,4.8,1.0,122.0,175.8,0.6626618460115699,10,10,15,0.4
rule_based_prediction,0.32537313432835824,0.32537313432835824,1.0,0.4891782889030731,0.5,0.0,4.8,0.0,0.0,175.8,0.0,10,10,15,0.4
