,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.044776119402985086,0.048551272345409145,0.06432628171294204,0.04485565591656802,0.050949915813214376,0.4472135954999579,0.4472135954999579,0.4472135954999579,2.0,3.1144823004794873,0.06776604027899195,10,10,15,0.6
tree generator (disc),0.049949852330392584,0.09484464421330133,0.07724359917184062,0.03766834267766112,0.04907284663328142,0.4472135954999579,0.4472135954999579,0.0,3.1144823004794873,3.1144823004794873,0.12045562233593309,10,10,15,0.6
RuleFit Classifier (conti),0.040326137570466526,0.07650321449292066,0.064526972045359,0.03719415262004553,0.032516111599130475,0.4472135954999579,0.4472135954999579,0.0,1.9235384061671346,3.1144823004794873,0.07398687907663176,10,10,15,0.6
tree generator (conti),0.03708887653668408,0.07170258760258308,0.07651368616150239,0.029962068900506584,0.03996933799978943,0.0,0.4472135954999579,0.22360679774997896,2.3874672772626644,3.1144823004794873,0.08279294397101758,10,10,15,0.6
linear svm,0.053710609598348,0.04834026418196044,0.08645950827368,0.06167129136590704,0.04537626672739911,0.4472135954999579,0.4472135954999579,0.4472135954999579,2.4083189157584592,3.1144823004794873,0.07969816285374622,10,10,15,0.6
non-linear svm,0.046484810454917744,0.05776026309175681,0.04893627482134357,0.050199828549179266,0.04869664597607772,0.4472135954999579,0.4472135954999579,0.0,2.449489742783178,3.1144823004794873,0.08099220195188472,10,10,15,0.6
logistic regression,0.045821138605996306,0.05821675175576897,0.06363686533976531,0.0475688650231662,0.04743198010816396,0.4472135954999579,0.4472135954999579,0.0,2.8809720581775866,3.1144823004794873,0.09824688729963434,10,10,15,0.6
linear svm (L),0.2060025931618248,0.12526420197284285,0.14313472194395904,0.09284624823176772,0.2914965239014603,0.5477225575051661,0.4472135954999579,0.5477225575051661,1.3038404810405297,3.1144823004794873,0.050097104593352176,10,10,15,0.6
non-linear svm (L),0.054431589638240206,0.10294483142778246,0.12099971251683281,0.057828164292609396,0.04297067462567211,0.0,0.4472135954999579,0.0,0.0,3.1144823004794873,0.0,10,10,15,0.6
logistic regression (L),0.0611758254684155,0.10814971162373312,0.08087596146554596,0.07520276932402645,0.05283112719177849,0.4472135954999579,0.4472135954999579,0.0,1.7888543819998317,3.1144823004794873,0.06377789903232886,10,10,15,0.6
rule_based_prediction,0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.0,0.0,0.4472135954999579,0.0,0.0,3.1144823004794873,0.0,10,10,15,0.6
