,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.044776119402985086,0.048551272345409145,0.06432628171294204,0.04485565591656802,0.051304824671545936,1.5811388300841898,2.4083189157584592,0.07449424036439842,55.69290798656504,62.78375586089128,0.03284666069252589,10,10,15,0.4
tree generator (disc),0.049949852330392584,0.09484464421330133,0.07724359917184062,0.03766834267766112,0.04907284663328142,1.3038404810405297,2.4083189157584592,0.08895602227365396,58.131746920250045,62.78375586089128,0.05224740718783638,10,10,15,0.4
RuleFit Classifier (conti),0.04477611940298505,0.0847686068449345,0.05591239178251508,0.047969563648477376,0.03271865415667994,2.345207879911715,2.4083189157584592,0.11180339887498948,56.18006763968872,62.78375586089128,0.02833875267571144,10,10,15,0.4
tree generator (conti),0.03708887653668408,0.07170258760258308,0.07651368616150239,0.029962068900506584,0.03996933799978943,2.3021728866442674,2.4083189157584592,0.10391735450850996,58.59607495387383,62.78375586089128,0.04084377654389155,10,10,15,0.4
linear svm (L),0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.167924993576491,1.3038404810405297,2.4083189157584592,0.0642786044303096,55.74047003748713,62.78375586089128,0.0431882882743993,10,10,15,0.4
non-linear svm (L),0.04032613757046651,0.04981542243807323,0.08716999224102533,0.044818600950181954,0.04333065455753281,2.0736441353327724,2.4083189157584592,0.14048556258166034,19.917329138215294,62.78375586089128,0.05254216380061256,10,10,15,0.4
logistic regression (L),0.05396920815452105,0.0843305214791034,0.0921429231382687,0.06838007730678347,0.05299309502066868,3.082207001484488,2.4083189157584592,0.17649462707382996,14.808781178746615,62.78375586089128,0.049911203971267276,10,10,15,0.4
linear svm,0.053710609598348,0.04834026418196044,0.08645950827368,0.06167129136590704,0.04537626672739911,2.7748873851023217,2.4083189157584592,0.10954788745097012,58.00689614175197,62.78375586089128,0.03607366007791344,10,10,15,0.4
non-linear svm,0.046484810454917744,0.05776026309175681,0.04893627482134357,0.050199828549179266,0.04869664597607772,2.5099800796022267,2.4083189157584592,0.06367646846695729,57.688820407423826,62.78375586089128,0.0331948237707252,10,10,15,0.4
logistic regression,0.045821138605996306,0.05821675175576897,0.06363686533976531,0.0475688650231662,0.04743198010816396,2.5099800796022267,2.4083189157584592,0.09096580734819473,57.98965424970216,62.78375586089128,0.03549665109758564,10,10,15,0.4
rule_based_prediction,0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.0,1.3038404810405297,2.4083189157584592,0.0642786044303096,55.74047003748713,62.78375586089128,0.0431882882743993,10,10,15,0.4
