,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
linear svm,0.053710609598348,0.04834026418196044,0.08645950827368,0.06167129136590704,0.04537626672739911,0.8366600265340756,0.7071067811865476,0.22360679774997896,12.759310326189265,13.992855319769445,0.21277812860169168,10,10,15,1
non-linear svm,0.046484810454917744,0.05776026309175681,0.04893627482134357,0.050199828549179266,0.04869664597607772,0.7071067811865476,0.7071067811865476,0.0,13.29661611087573,13.992855319769445,0.21556305192853195,10,10,15,1
logistic regression,0.045821138605996306,0.05821675175576897,0.06363686533976531,0.0475688650231662,0.04743198010816396,0.7071067811865476,0.7071067811865476,0.0,13.065221008463652,13.992855319769445,0.21703225625195127,10,10,15,1
RuleFit Classifier (disc),0.044776119402985086,0.048551272345409145,0.06432628171294204,0.04485565591656802,0.051304824671545936,0.5477225575051661,0.7071067811865476,0.23570226039551584,12.872451204024818,13.992855319769445,0.2315250891164355,10,10,15,1
RuleFit Classifier (conti),0.04477611940298505,0.0847686068449345,0.05591239178251508,0.047969563648477376,0.03271865415667994,0.7071067811865476,0.7071067811865476,0.0,14.017845768876187,13.992855319769445,0.23342992205184793,10,10,15,1
tree generator (disc),0.049949852330392584,0.09484464421330133,0.07724359917184062,0.03766834267766112,0.04907284663328142,0.4472135954999579,0.7071067811865476,0.14907119849998599,10.158740079360236,13.992855319769445,0.12914442223664313,10,10,15,1
tree generator (conti),0.03708887653668408,0.07170258760258308,0.07651368616150239,0.029962068900506584,0.03996933799978943,0.7071067811865476,0.7071067811865476,0.0,12.340988615179905,13.992855319769445,0.18845149767143965,10,10,15,1
linear svm (L),0.15800818012217013,0.06581597335898548,0.09051762305012556,0.054750294633802155,0.2733048062261354,0.8366600265340756,0.7071067811865476,0.4346134936801766,9.643650760992955,13.992855319769445,0.1758912888577544,10,10,15,1
non-linear svm (L),0.041348940827447944,0.042424168881814536,0.08059622274168796,0.041377223700908745,0.04080276634979901,0.4472135954999579,0.7071067811865476,0.2173067468400883,0.8366600265340756,13.992855319769445,0.015825841271851115,10,10,15,1
logistic regression (L),0.0545848464116709,0.09536092186950305,0.08475357389799032,0.06511705867738796,0.05209324095979908,0.4472135954999579,0.7071067811865476,0.2173067468400883,2.8809720581775866,13.992855319769445,0.07481345630333108,10,10,15,1
rule_based_prediction,0.05022781692675773,0.05022781692675773,0.0,0.059802999417438836,0.0,0.4472135954999579,0.7071067811865476,0.2173067468400883,12.872451204024818,13.992855319769445,0.23803601970950558,10,10,15,1
