,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
linear svm,0.7791044776119402,0.711435632415234,0.551175322959055,0.6186934885730067,0.8378045112241415,16.2,18.2,0.8920261437908497,365.0,403.0,0.8978459572231656,10,10,15,0.2
non-linear svm,0.7805970149253731,0.7590702845541555,0.4797139493254202,0.5872011268658709,0.8380644745522868,16.6,18.2,0.913137254901961,368.8,403.0,0.9072977348663611,10,10,15,0.2
logistic regression,0.7820895522388059,0.7311434000741563,0.5301646846611826,0.6124642986803386,0.8405733226121905,16.4,18.2,0.9031372549019607,366.8,403.0,0.902507103506329,10,10,15,0.2
RuleFit Classifier (disc),0.7835820895522388,0.742431080228633,0.5212714040287716,0.6102522522522522,0.8159944208079397,14.2,18.2,0.7776470588235295,360.2,403.0,0.8835473313509518,10,10,15,0.2
RuleFit Classifier (conti),0.7388059701492538,0.6125048493469546,0.5563121396906252,0.5792614239506452,0.7970177807729643,16.4,18.2,0.9042483660130719,366.6,403.0,0.9015849712978617,10,10,15,0.2
tree generator (disc),0.7417910447761195,0.627843137254902,0.5577058686985013,0.5826078158358861,0.7723221095803497,13.8,18.2,0.7576470588235293,361.0,403.0,0.8839182431992849,10,10,15,0.2
tree generator (conti),0.782089552238806,0.7151582081225442,0.5681060663269597,0.6274596341814758,0.832599556154117,16.0,18.2,0.8809150326797386,366.8,403.0,0.90284844175774,10,10,15,0.2
linear svm (L),0.5343283582089553,0.4232899925633079,0.8820616883116884,0.5593988596522278,0.6679455014598925,11.6,18.2,0.6358823529411766,217.2,403.0,0.5216704232989019,10,10,15,0.2
non-linear svm (L),0.7014925373134329,0.5306271142336716,0.7856060963616798,0.6277247381535452,0.8274673361053596,13.2,18.2,0.7236601307189542,111.2,403.0,0.27239280937298593,10,10,15,0.2
logistic regression (L),0.7761194029850746,0.7577052896018414,0.4708907568577848,0.5777226186473394,0.8254581328387876,10.0,18.2,0.552091503267974,46.4,403.0,0.12050112558631536,10,10,15,0.2
rule_based_prediction,0.32537313432835824,0.32537313432835824,1.0,0.4891782889030731,0.5,11.8,18.2,0.6469934640522876,354.6,403.0,0.8676134361323824,10,10,15,0.2
